Job profession,Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist
Social Worker,12.0,6.0,20.0,8.0,14.0,18.0,17.0,8.0
Social Worker,12.0,6.0,20.0,8.0,14.0,18.0,17.0,8.0
Social Worker,12.0,6.0,19.0,8.0,14.0,18.0,17.0,8.0
Social Worker,12.0,7.0,19.0,8.0,14.0,18.0,17.0,8.0
Social Worker,12.0,8.0,19.0,8.0,14.0,18.0,17.0,8.0
Social Worker,12.0,9.0,19.0,8.0,14.0,16.0,17.0,7.0
Social Worker,14.0,10.0,15.0,9.0,12.0,16.0,18.0,8.0
Social Worker,14.0,7.0,15.0,9.0,12.0,16.0,18.0,9.0
Social Worker,14.0,8.0,15.0,9.0,12.0,16.0,18.0,10.0
Social Worker,14.0,9.0,15.0,9.0,12.0,19.0,18.0,5.0
Social Worker,12.0,10.0,15.0,9.0,12.0,19.0,18.0,8.0
Social Worker,14.0,5.0,15.0,9.0,12.0,19.0,18.0,9.0
Social Worker,14.0,8.0,15.0,9.0,12.0,19.0,18.0,9.0
Receptionist,19.0,18.0,12.0,13.0,5.0,20.0,11.0,6.0
Receptionist,16.0,17.0,12.0,14.0,5.0,20.0,11.0,6.0
Receptionist,15.0,16.0,12.0,12.0,5.0,20.0,11.0,6.0
Receptionist,19.0,15.0,12.0,11.0,5.0,20.0,11.0,6.0
Receptionist,20.0,16.0,12.0,14.0,5.0,20.0,11.0,6.0
Receptionist,16.0,17.0,12.0,12.0,5.0,20.0,11.0,6.0
Receptionist,15.0,18.0,12.0,13.0,5.0,20.0,11.0,6.0
Receptionist,19.0,19.0,12.0,13.0,5.0,20.0,11.0,6.0
Receptionist,19.0,18.0,12.0,14.0,5.0,20.0,11.0,6.0
Receptionist,16.0,18.0,12.0,12.0,5.0,20.0,11.0,6.0
Receptionist,15.0,17.0,12.0,11.0,5.0,20.0,11.0,6.0
Receptionist,19.0,16.0,12.0,14.0,5.0,20.0,11.0,6.0
Receptionist,20.0,15.0,12.0,12.0,5.0,20.0,11.0,6.0
Receptionist,16.0,16.0,12.0,13.0,5.0,20.0,11.0,6.0
Receptionist,15.0,17.0,12.0,13.0,5.0,20.0,11.0,6.0
Receptionist,19.0,18.0,12.0,14.0,5.0,20.0,11.0,6.0
Receptionist,19.0,19.0,12.0,12.0,5.0,20.0,11.0,6.0
Receptionist,16.0,18.0,12.0,11.0,5.0,20.0,11.0,6.0
Receptionist,15.0,18.0,11.0,14.0,6.0,19.0,12.0,7.0
Receptionist,19.0,17.0,11.0,12.0,6.0,19.0,12.0,7.0
Receptionist,20.0,16.0,11.0,13.0,6.0,19.0,12.0,7.0
Receptionist,16.0,15.0,11.0,13.0,6.0,19.0,12.0,7.0
Receptionist,15.0,16.0,11.0,14.0,6.0,19.0,12.0,7.0
Receptionist,19.0,17.0,11.0,12.0,6.0,19.0,12.0,7.0
Receptionist,19.0,18.0,11.0,11.0,6.0,19.0,12.0,7.0
Receptionist,16.0,19.0,11.0,14.0,6.0,19.0,12.0,7.0
Receptionist,15.0,16.0,11.0,12.0,6.0,19.0,12.0,7.0
Receptionist,19.0,18.0,11.0,13.0,6.0,19.0,12.0,7.0
Receptionist,20.0,17.0,12.0,13.0,8.0,20.0,13.0,6.0
Receptionist,16.0,16.0,12.0,14.0,8.0,20.0,13.0,6.0
Receptionist,15.0,15.0,12.0,12.0,8.0,20.0,13.0,6.0
Receptionist,19.0,16.0,12.0,11.0,8.0,20.0,13.0,6.0
Receptionist,19.0,17.0,12.0,14.0,8.0,20.0,13.0,6.0
Receptionist,16.0,18.0,12.0,12.0,8.0,20.0,13.0,6.0
Receptionist,15.0,19.0,12.0,13.0,8.0,20.0,13.0,6.0
Receptionist,19.0,17.0,12.0,13.0,8.0,20.0,13.0,6.0
Receptionist,20.0,18.0,12.0,14.0,8.0,20.0,13.0,6.0
Receptionist,16.0,17.0,12.0,12.0,8.0,20.0,13.0,6.0
Receptionist,15.0,16.0,12.0,11.0,8.0,20.0,13.0,6.0
Receptionist,19.0,15.0,12.0,14.0,8.0,20.0,13.0,6.0
Receptionist,19.0,16.0,12.0,12.0,8.0,20.0,13.0,6.0
Receptionist,16.0,17.0,12.0,13.0,8.0,20.0,13.0,6.0
Receptionist,15.0,18.0,12.0,13.0,8.0,20.0,13.0,6.0
Receptionist,19.0,17.0,12.0,14.0,8.0,20.0,13.0,6.0
Receptionist,20.0,16.0,12.0,12.0,8.0,20.0,13.0,6.0
Receptionist,16.0,15.0,12.0,11.0,8.0,20.0,13.0,6.0
Receptionist,15.0,16.0,12.0,14.0,8.0,20.0,13.0,6.0
Receptionist,19.0,17.0,12.0,12.0,8.0,20.0,13.0,6.0
Receptionist,18.0,18.0,12.0,13.0,8.0,20.0,13.0,6.0
Receptionist,16.0,19.0,12.0,14.0,8.0,20.0,13.0,6.0
Sales Representative,19.0,5.0,11.0,15.0,6.0,18.0,11.0,6.0
Sales Representative,18.0,5.0,14.0,20.0,6.0,18.0,11.0,6.0
Sales Representative,17.0,5.0,13.0,18.0,6.0,18.0,11.0,5.0
Sales Representative,16.0,5.0,12.0,17.0,5.0,18.0,11.0,5.0
Sales Representative,15.0,5.0,11.0,20.0,5.0,18.0,11.0,7.0
Sales Representative,20.0,5.0,14.0,20.0,5.0,18.0,11.0,7.0
Sales Representative,19.0,5.0,13.0,15.0,5.0,18.0,11.0,6.0
Sales Representative,18.0,5.0,12.0,20.0,6.0,18.0,11.0,6.0
Sales Representative,17.0,5.0,11.0,18.0,6.0,18.0,11.0,5.0
Sales Representative,16.0,5.0,14.0,17.0,6.0,18.0,11.0,5.0
Sales Representative,15.0,5.0,13.0,20.0,6.0,18.0,11.0,7.0
Sales Representative,19.0,6.0,12.0,15.0,6.0,18.0,11.0,7.0
Sales Representative,18.0,6.0,11.0,20.0,6.0,18.0,11.0,6.0
Sales Representative,17.0,6.0,14.0,18.0,6.0,18.0,11.0,6.0
Sales Representative,16.0,6.0,13.0,17.0,6.0,18.0,11.0,5.0
Sales Representative,15.0,6.0,12.0,20.0,6.0,18.0,11.0,5.0
Sales Representative,20.0,5.0,11.0,20.0,6.0,18.0,11.0,7.0
Sales Representative,19.0,5.0,14.0,20.0,6.0,18.0,11.0,8.0
Sales Representative,18.0,5.0,13.0,15.0,6.0,18.0,11.0,9.0
Sales Representative,17.0,5.0,12.0,20.0,6.0,18.0,11.0,7.0
Sales Representative,16.0,5.0,11.0,18.0,6.0,18.0,11.0,10.0
Sales Representative,15.0,5.0,14.0,17.0,5.0,18.0,11.0,7.0
Sales Representative,19.0,5.0,13.0,20.0,5.0,18.0,11.0,7.0
Sales Representative,18.0,5.0,12.0,20.0,5.0,18.0,11.0,8.0
Sales Representative,17.0,5.0,11.0,20.0,5.0,18.0,11.0,9.0
Sales Representative,16.0,5.0,14.0,15.0,5.0,18.0,11.0,7.0
Sales Representative,15.0,5.0,13.0,20.0,6.0,18.0,11.0,10.0
Sales Representative,20.0,5.0,12.0,18.0,6.0,18.0,11.0,7.0
Sales Representative,19.0,5.0,11.0,17.0,6.0,18.0,11.0,7.0
Sales Representative,18.0,5.0,14.0,20.0,6.0,18.0,11.0,8.0
Sales Representative,17.0,5.0,13.0,20.0,7.0,18.0,11.0,9.0
Sales Representative,16.0,5.0,12.0,20.0,7.0,18.0,11.0,7.0
Sales Representative,15.0,5.0,11.0,15.0,7.0,18.0,11.0,10.0
Sales Representative,19.0,5.0,14.0,20.0,7.0,18.0,11.0,7.0
Sales Representative,18.0,5.0,13.0,18.0,7.0,18.0,11.0,7.0
Sales Representative,17.0,5.0,12.0,17.0,7.0,18.0,11.0,7.0
Sales Representative,16.0,7.0,11.0,16.0,7.0,17.0,11.0,8.0
Sales Representative,15.0,7.0,14.0,16.0,7.0,17.0,11.0,9.0
Sales Representative,20.0,7.0,13.0,16.0,7.0,17.0,11.0,7.0
Sales Representative,19.0,7.0,12.0,16.0,7.0,17.0,12.0,10.0
Sales Representative,18.0,7.0,11.0,15.0,7.0,17.0,12.0,7.0
Sales Representative,17.0,7.0,14.0,20.0,7.0,17.0,12.0,8.0
Sales Representative,16.0,7.0,13.0,18.0,7.0,17.0,12.0,9.0
Sales Representative,15.0,6.0,12.0,17.0,7.0,17.0,12.0,7.0
Sales Representative,15.0,6.0,11.0,16.0,7.0,17.0,12.0,10.0
Sales Representative,17.0,5.0,14.0,15.0,7.0,17.0,12.0,7.0
Sales Representative,18.0,5.0,13.0,20.0,7.0,17.0,12.0,8.0
Sales Representative,19.0,7.0,12.0,18.0,7.0,17.0,12.0,8.0
Sales Representative,20.0,7.0,13.0,17.0,7.0,17.0,12.0,8.0
Sales Representative,15.0,7.0,12.0,16.0,7.0,17.0,12.0,8.0
Counselor,11.0,6.0,14.0,17.0,6.0,19.0,17.0,12.0
Counselor,12.0,6.0,14.0,17.0,6.0,16.0,16.0,12.0
Counselor,13.0,6.0,14.0,17.0,6.0,15.0,17.0,12.0
Counselor,14.0,6.0,14.0,17.0,6.0,17.0,19.0,12.0
Counselor,13.0,5.0,14.0,17.0,5.0,18.0,17.0,12.0
Counselor,12.0,5.0,14.0,15.0,5.0,19.0,16.0,12.0
Counselor,11.0,6.0,14.0,16.0,6.0,19.0,17.0,12.0
Counselor,11.0,6.0,14.0,18.0,6.0,16.0,19.0,12.0
Counselor,12.0,6.0,14.0,19.0,6.0,15.0,17.0,12.0
Counselor,13.0,6.0,14.0,20.0,5.0,17.0,17.0,13.0
Counselor,14.0,6.0,14.0,17.0,5.0,18.0,16.0,13.0
Counselor,13.0,5.0,14.0,15.0,6.0,19.0,17.0,13.0
Counselor,12.0,5.0,14.0,16.0,6.0,19.0,19.0,13.0
Counselor,11.0,5.0,14.0,18.0,5.0,16.0,16.0,13.0
Counselor,13.0,5.0,14.0,19.0,5.0,15.0,17.0,13.0
Counselor,13.0,5.0,14.0,20.0,5.0,17.0,19.0,13.0
Counselor,11.0,5.0,14.0,17.0,5.0,18.0,17.0,13.0
Counselor,12.0,5.0,14.0,15.0,5.0,18.0,16.0,13.0
Counselor,13.0,5.0,14.0,16.0,5.0,18.0,17.0,13.0
Counselor,14.0,6.0,14.0,18.0,5.0,19.0,19.0,14.0
Counselor,13.0,6.0,14.0,19.0,5.0,16.0,16.0,14.0
Counselor,12.0,5.0,14.0,20.0,5.0,15.0,17.0,14.0
Counselor,11.0,5.0,14.0,17.0,5.0,17.0,19.0,14.0
Counselor,14.0,5.0,14.0,17.0,5.0,18.0,17.0,14.0
Counselor,11.0,8.0,14.0,17.0,5.0,16.0,17.0,14.0
Counselor,12.0,7.0,14.0,15.0,8.0,16.0,16.0,14.0
Counselor,13.0,9.0,14.0,16.0,5.0,19.0,17.0,14.0
Counselor,14.0,8.0,14.0,18.0,8.0,16.0,19.0,14.0
Counselor,13.0,8.0,14.0,19.0,7.0,15.0,17.0,14.0
Counselor,12.0,8.0,14.0,20.0,9.0,17.0,20.0,14.0
Counselor,11.0,8.0,14.0,20.0,8.0,18.0,16.0,14.0
Counselor,14.0,8.0,14.0,20.0,8.0,19.0,17.0,14.0
Counselor,11.0,8.0,12.0,20.0,8.0,19.0,19.0,14.0
Counselor,12.0,8.0,12.0,15.0,8.0,19.0,20.0,14.0
Counselor,13.0,8.0,12.0,16.0,8.0,16.0,20.0,11.0
Counselor,14.0,8.0,12.0,18.0,5.0,15.0,16.0,11.0
Counselor,13.0,8.0,12.0,19.0,8.0,17.0,17.0,11.0
Counselor,12.0,5.0,12.0,20.0,7.0,18.0,19.0,11.0
Counselor,11.0,8.0,12.0,20.0,9.0,18.0,20.0,11.0
Counselor,11.0,7.0,12.0,15.0,8.0,19.0,16.0,11.0
Counselor,11.0,9.0,12.0,16.0,8.0,16.0,17.0,11.0
Counselor,12.0,7.0,12.0,18.0,7.0,15.0,19.0,11.0
Counselor,13.0,7.0,12.0,19.0,7.0,17.0,20.0,11.0
Counselor,14.0,7.0,12.0,20.0,7.0,18.0,16.0,11.0
Counselor,13.0,7.0,12.0,20.0,7.0,19.0,17.0,12.0
Counselor,12.0,7.0,12.0,15.0,7.0,19.0,19.0,12.0
Counselor,11.0,7.0,12.0,16.0,7.0,16.0,16.0,12.0
Counselor,12.0,7.0,12.0,18.0,7.0,15.0,17.0,12.0
Counselor,13.0,7.0,12.0,19.0,7.0,17.0,19.0,12.0
Counselor,14.0,7.0,12.0,20.0,7.0,18.0,20.0,12.0
Athlete,12.0,11.0,19.0,5.0,7.0,19.0,18.0,13.0
Athlete,11.0,11.0,17.0,6.0,7.0,19.0,16.0,12.0
Athlete,13.0,11.0,18.0,8.0,7.0,19.0,17.0,14.0
Athlete,14.0,11.0,16.0,7.0,7.0,19.0,19.0,12.0
Athlete,11.0,11.0,15.0,10.0,7.0,19.0,20.0,11.0
Athlete,12.0,11.0,20.0,8.0,7.0,19.0,19.0,13.0
Athlete,13.0,11.0,19.0,6.0,5.0,19.0,18.0,12.0
Athlete,12.0,11.0,18.0,5.0,6.0,19.0,17.0,14.0
Athlete,11.0,11.0,19.0,6.0,8.0,19.0,18.0,12.0
Athlete,13.0,11.0,19.0,8.0,7.0,19.0,15.0,11.0
Athlete,14.0,11.0,17.0,7.0,10.0,19.0,18.0,13.0
Athlete,11.0,11.0,18.0,10.0,8.0,19.0,16.0,12.0
Athlete,12.0,11.0,16.0,8.0,6.0,19.0,17.0,14.0
Athlete,13.0,11.0,15.0,6.0,7.0,19.0,19.0,12.0
Athlete,12.0,11.0,20.0,5.0,7.0,19.0,20.0,11.0
Athlete,12.0,11.0,19.0,6.0,5.0,19.0,19.0,13.0
Athlete,11.0,11.0,18.0,8.0,6.0,19.0,18.0,13.0
Athlete,13.0,11.0,19.0,7.0,8.0,15.0,17.0,12.0
Athlete,14.0,11.0,17.0,10.0,7.0,15.0,18.0,14.0
Athlete,11.0,11.0,18.0,8.0,10.0,15.0,15.0,12.0
Athlete,12.0,11.0,16.0,6.0,8.0,15.0,18.0,11.0
Athlete,13.0,11.0,15.0,5.0,6.0,15.0,18.0,13.0
Athlete,12.0,11.0,20.0,6.0,7.0,15.0,16.0,12.0
Athlete,11.0,11.0,19.0,8.0,7.0,15.0,17.0,14.0
Athlete,13.0,11.0,18.0,7.0,7.0,15.0,19.0,12.0
Athlete,14.0,11.0,20.0,10.0,7.0,15.0,20.0,11.0
Athlete,11.0,11.0,19.0,8.0,5.0,15.0,19.0,13.0
Athlete,12.0,11.0,18.0,6.0,6.0,15.0,18.0,12.0
Athlete,13.0,11.0,17.0,5.0,8.0,15.0,17.0,14.0
Athlete,12.0,11.0,16.0,6.0,7.0,15.0,18.0,12.0
Athlete,11.0,14.0,16.0,8.0,10.0,15.0,15.0,11.0
Athlete,13.0,14.0,19.0,7.0,8.0,15.0,18.0,13.0
Athlete,14.0,14.0,17.0,10.0,6.0,17.0,16.0,13.0
Athlete,11.0,14.0,16.0,8.0,7.0,17.0,17.0,13.0
Athlete,12.0,14.0,15.0,6.0,7.0,17.0,19.0,12.0
Athlete,13.0,14.0,20.0,5.0,7.0,17.0,20.0,14.0
Athlete,13.0,14.0,19.0,6.0,7.0,17.0,19.0,12.0
Athlete,13.0,14.0,18.0,8.0,5.0,17.0,18.0,11.0
Athlete,13.0,14.0,17.0,7.0,6.0,17.0,17.0,13.0
Athlete,13.0,14.0,16.0,10.0,8.0,17.0,18.0,13.0
Athlete,11.0,14.0,17.0,8.0,7.0,17.0,16.0,12.0
Athlete,11.0,14.0,19.0,6.0,10.0,17.0,17.0,14.0
Athlete,11.0,14.0,17.0,5.0,8.0,17.0,19.0,12.0
Athlete,11.0,14.0,16.0,6.0,6.0,17.0,20.0,11.0
Athlete,11.0,14.0,15.0,8.0,9.0,17.0,19.0,13.0
Athlete,11.0,14.0,20.0,7.0,9.0,17.0,18.0,13.0
Athlete,11.0,14.0,19.0,10.0,9.0,17.0,17.0,12.0
Athlete,11.0,14.0,18.0,8.0,9.0,17.0,18.0,14.0
Athlete,11.0,14.0,17.0,6.0,9.0,17.0,15.0,12.0
Athlete,11.0,14.0,16.0,8.0,9.0,17.0,16.0,11.0
Dancer,5.0,20.0,18.0,5.0,11.0,2.0,11.0,14.0
Dancer,6.0,19.0,18.0,6.0,11.0,2.0,11.0,12.0
Dancer,7.0,18.0,18.0,7.0,12.0,2.0,12.0,11.0
Dancer,8.0,17.0,18.0,8.0,12.0,2.0,12.0,12.0
Dancer,9.0,16.0,18.0,9.0,13.0,2.0,13.0,12.0
Dancer,10.0,15.0,18.0,10.0,12.0,2.0,12.0,13.0
Dancer,10.0,20.0,18.0,10.0,12.0,17.0,12.0,14.0
Dancer,9.0,19.0,18.0,9.0,13.0,17.0,13.0,12.0
Dancer,8.0,18.0,18.0,8.0,13.0,17.0,13.0,12.0
Dancer,7.0,17.0,18.0,7.0,14.0,17.0,14.0,13.0
Dancer,6.0,16.0,18.0,6.0,14.0,17.0,14.0,13.0
Dancer,5.0,15.0,18.0,5.0,11.0,17.0,11.0,11.0
Dancer,5.0,20.0,18.0,10.0,12.0,17.0,12.0,11.0
Dancer,6.0,19.0,18.0,10.0,13.0,17.0,13.0,12.0
Dancer,7.0,18.0,17.0,10.0,14.0,17.0,14.0,12.0
Dancer,8.0,17.0,17.0,10.0,12.0,17.0,12.0,13.0
Dancer,9.0,16.0,17.0,10.0,11.0,17.0,11.0,12.0
Dancer,10.0,15.0,17.0,10.0,12.0,17.0,12.0,12.0
Dancer,10.0,20.0,17.0,10.0,12.0,17.0,12.0,13.0
Dancer,9.0,19.0,17.0,9.0,13.0,17.0,13.0,13.0
Dancer,8.0,18.0,17.0,9.0,14.0,17.0,14.0,14.0
Dancer,7.0,17.0,17.0,9.0,12.0,17.0,12.0,14.0
Dancer,6.0,16.0,17.0,9.0,11.0,17.0,11.0,14.0
Dancer,5.0,15.0,17.0,9.0,11.0,17.0,11.0,12.0
Dancer,5.0,20.0,17.0,9.0,12.0,17.0,12.0,11.0
Dancer,6.0,19.0,17.0,9.0,12.0,17.0,12.0,12.0
Dancer,7.0,18.0,17.0,9.0,13.0,17.0,13.0,12.0
Dancer,8.0,17.0,17.0,9.0,12.0,17.0,12.0,13.0
Dancer,9.0,16.0,16.0,9.0,12.0,17.0,12.0,14.0
Dancer,10.0,15.0,16.0,6.0,13.0,17.0,13.0,12.0
Dancer,10.0,20.0,16.0,6.0,13.0,17.0,13.0,11.0
Dancer,9.0,19.0,16.0,6.0,14.0,17.0,14.0,13.0
Dancer,8.0,18.0,16.0,6.0,14.0,17.0,14.0,12.0
Dancer,7.0,17.0,16.0,6.0,14.0,17.0,14.0,12.0
Dancer,6.0,16.0,16.0,6.0,12.0,16.0,12.0,11.0
Dancer,5.0,15.0,16.0,6.0,11.0,16.0,11.0,12.0
Dancer,5.0,20.0,16.0,6.0,12.0,16.0,12.0,12.0
Dancer,6.0,19.0,16.0,6.0,13.0,16.0,13.0,13.0
Dancer,7.0,18.0,16.0,6.0,14.0,16.0,14.0,12.0
Dancer,8.0,17.0,16.0,5.0,12.0,16.0,12.0,12.0
Dancer,9.0,16.0,16.0,5.0,11.0,16.0,11.0,13.0
Dancer,10.0,15.0,16.0,5.0,12.0,16.0,12.0,13.0
Dancer,10.0,20.0,16.0,5.0,12.0,16.0,12.0,14.0
Dancer,9.0,19.0,16.0,5.0,13.0,16.0,13.0,14.0
Dancer,8.0,18.0,15.0,5.0,11.0,16.0,11.0,11.0
Dancer,7.0,17.0,15.0,8.0,12.0,16.0,12.0,13.0
Dancer,6.0,16.0,15.0,8.0,12.0,16.0,12.0,12.0
Dancer,5.0,15.0,15.0,8.0,12.0,16.0,12.0,11.0
Dancer,7.0,16.0,15.0,8.0,13.0,16.0,13.0,14.0
Dancer,6.0,17.0,15.0,8.0,13.0,16.0,13.0,12.0
Mechanic,5.0,7.0,20.0,18.0,11.0,14.0,5.0,12.0
Mechanic,6.0,7.0,18.0,18.0,11.0,14.0,6.0,12.0
Mechanic,7.0,7.0,17.0,18.0,12.0,14.0,7.0,12.0
Mechanic,8.0,7.0,18.0,18.0,12.0,14.0,5.0,12.0
Mechanic,9.0,7.0,19.0,18.0,13.0,14.0,6.0,12.0
Mechanic,10.0,7.0,16.0,18.0,12.0,14.0,7.0,12.0
Mechanic,10.0,7.0,17.0,18.0,12.0,14.0,5.0,12.0
Mechanic,9.0,7.0,18.0,18.0,13.0,14.0,6.0,12.0
Mechanic,8.0,7.0,19.0,18.0,13.0,14.0,7.0,12.0
Mechanic,7.0,7.0,20.0,18.0,14.0,14.0,5.0,12.0
Mechanic,6.0,7.0,18.0,18.0,14.0,14.0,6.0,12.0
Mechanic,5.0,7.0,17.0,18.0,11.0,14.0,7.0,12.0
Mechanic,7.0,5.0,18.0,18.0,12.0,14.0,5.0,13.0
Mechanic,7.0,6.0,19.0,18.0,13.0,14.0,6.0,13.0
Mechanic,6.0,7.0,16.0,17.0,14.0,14.0,7.0,13.0
Mechanic,7.0,8.0,17.0,17.0,12.0,14.0,8.0,13.0
Mechanic,8.0,9.0,18.0,17.0,11.0,13.0,9.0,13.0
Mechanic,7.0,10.0,19.0,17.0,12.0,13.0,10.0,13.0
Mechanic,9.0,10.0,20.0,17.0,12.0,13.0,8.0,13.0
Mechanic,7.0,9.0,18.0,17.0,13.0,13.0,9.0,13.0
Mechanic,5.0,8.0,17.0,17.0,14.0,13.0,10.0,13.0
Mechanic,7.0,7.0,18.0,17.0,12.0,13.0,8.0,14.0
Mechanic,8.0,6.0,19.0,17.0,11.0,13.0,9.0,14.0
Mechanic,7.0,5.0,16.0,17.0,11.0,13.0,10.0,14.0
Mechanic,5.0,8.0,17.0,17.0,12.0,13.0,8.0,14.0
Mechanic,6.0,8.0,18.0,17.0,12.0,13.0,9.0,14.0
Mechanic,7.0,8.0,19.0,17.0,13.0,13.0,10.0,14.0
Mechanic,8.0,8.0,20.0,17.0,12.0,13.0,8.0,14.0
Mechanic,9.0,8.0,18.0,17.0,12.0,13.0,9.0,14.0
Mechanic,10.0,8.0,17.0,17.0,13.0,13.0,10.0,14.0
Mechanic,10.0,8.0,18.0,16.0,13.0,13.0,5.0,14.0
Mechanic,9.0,8.0,19.0,16.0,14.0,13.0,7.0,14.0
Mechanic,8.0,8.0,16.0,16.0,14.0,12.0,6.0,14.0
Mechanic,7.0,8.0,17.0,16.0,14.0,12.0,8.0,14.0
Mechanic,6.0,8.0,18.0,16.0,12.0,12.0,5.0,11.0
Mechanic,5.0,8.0,19.0,16.0,11.0,12.0,7.0,11.0
Mechanic,8.0,5.0,20.0,16.0,12.0,12.0,6.0,11.0
Mechanic,10.0,6.0,18.0,16.0,13.0,12.0,8.0,11.0
Mechanic,8.0,7.0,17.0,16.0,14.0,12.0,5.0,11.0
Mechanic,10.0,8.0,18.0,16.0,12.0,12.0,7.0,11.0
Mechanic,9.0,9.0,19.0,16.0,11.0,12.0,6.0,11.0
Mechanic,10.0,10.0,16.0,16.0,12.0,12.0,8.0,11.0
Mechanic,7.0,10.0,17.0,15.0,12.0,12.0,5.0,11.0
Mechanic,6.0,9.0,18.0,15.0,13.0,11.0,7.0,11.0
Mechanic,5.0,8.0,19.0,15.0,11.0,11.0,6.0,13.0
Mechanic,10.0,7.0,19.0,15.0,12.0,11.0,8.0,13.0
Mechanic,8.0,6.0,19.0,15.0,12.0,11.0,5.0,13.0
Mechanic,10.0,5.0,17.0,15.0,12.0,11.0,7.0,13.0
Mechanic,5.0,9.0,17.0,15.0,13.0,11.0,6.0,13.0
Mechanic,6.0,7.0,17.0,15.0,13.0,11.0,8.0,13.0
Actor / Actress,20.0,14.0,16.0,5.0,5.0,17.0,15.0,12.0
Actor / Actress,19.0,13.0,17.0,6.0,5.0,17.0,15.0,13.0
Actor / Actress,18.0,12.0,15.0,7.0,6.0,18.0,15.0,11.0
Actor / Actress,17.0,11.0,18.0,8.0,6.0,18.0,15.0,14.0
Actor / Actress,16.0,14.0,20.0,9.0,7.0,19.0,15.0,12.0
Actor / Actress,15.0,13.0,17.0,5.0,7.0,19.0,15.0,13.0
Actor / Actress,20.0,12.0,16.0,6.0,8.0,20.0,15.0,11.0
Actor / Actress,19.0,11.0,17.0,7.0,8.0,20.0,15.0,14.0
Actor / Actress,18.0,14.0,15.0,8.0,5.0,16.0,15.0,12.0
Actor / Actress,17.0,13.0,18.0,9.0,5.0,15.0,15.0,13.0
Actor / Actress,20.0,12.0,20.0,5.0,6.0,16.0,15.0,11.0
Actor / Actress,19.0,11.0,19.0,6.0,6.0,17.0,15.0,14.0
Actor / Actress,18.0,14.0,17.0,7.0,7.0,17.0,16.0,12.0
Actor / Actress,17.0,13.0,17.0,8.0,7.0,17.0,16.0,13.0
Actor / Actress,16.0,12.0,16.0,9.0,8.0,18.0,16.0,11.0
Actor / Actress,15.0,11.0,17.0,5.0,5.0,18.0,16.0,14.0
Actor / Actress,20.0,13.0,15.0,6.0,5.0,19.0,16.0,12.0
Actor / Actress,19.0,14.0,18.0,7.0,6.0,19.0,16.0,13.0
Actor / Actress,18.0,13.0,20.0,8.0,6.0,20.0,16.0,11.0
Actor / Actress,17.0,12.0,19.0,9.0,7.0,20.0,16.0,14.0
Actor / Actress,20.0,11.0,17.0,5.0,7.0,16.0,16.0,12.0
Actor / Actress,19.0,14.0,18.0,6.0,8.0,15.0,16.0,13.0
Actor / Actress,18.0,13.0,16.0,7.0,5.0,16.0,16.0,11.0
Actor / Actress,17.0,12.0,17.0,8.0,5.0,17.0,17.0,14.0
Actor / Actress,16.0,11.0,15.0,9.0,6.0,17.0,17.0,12.0
Actor / Actress,15.0,14.0,18.0,5.0,6.0,17.0,17.0,13.0
Actor / Actress,20.0,13.0,20.0,6.0,7.0,18.0,17.0,11.0
Actor / Actress,19.0,12.0,19.0,7.0,7.0,18.0,17.0,14.0
Actor / Actress,18.0,11.0,17.0,8.0,8.0,19.0,17.0,12.0
Actor / Actress,17.0,14.0,18.0,9.0,5.0,19.0,17.0,13.0
Actor / Actress,20.0,13.0,18.0,5.0,5.0,20.0,17.0,11.0
Actor / Actress,19.0,12.0,16.0,6.0,6.0,20.0,17.0,14.0
Actor / Actress,18.0,11.0,17.0,7.0,6.0,16.0,17.0,12.0
Actor / Actress,17.0,14.0,15.0,8.0,7.0,15.0,19.0,13.0
Actor / Actress,16.0,13.0,18.0,9.0,7.0,16.0,19.0,11.0
Actor / Actress,15.0,12.0,20.0,5.0,8.0,17.0,19.0,14.0
Actor / Actress,20.0,11.0,19.0,6.0,5.0,17.0,19.0,12.0
Actor / Actress,19.0,14.0,17.0,7.0,5.0,17.0,19.0,13.0
Actor / Actress,18.0,13.0,16.0,8.0,6.0,18.0,19.0,11.0
Actor / Actress,17.0,12.0,17.0,9.0,6.0,18.0,19.0,14.0
Actor / Actress,20.0,11.0,15.0,5.0,7.0,19.0,19.0,12.0
Actor / Actress,19.0,14.0,18.0,6.0,7.0,19.0,19.0,13.0
Actor / Actress,18.0,13.0,20.0,7.0,8.0,20.0,19.0,11.0
Actor / Actress,17.0,12.0,19.0,8.0,5.0,20.0,19.0,14.0
Actor / Actress,16.0,11.0,17.0,9.0,5.0,16.0,19.0,12.0
Actor / Actress,15.0,14.0,16.0,5.0,6.0,15.0,20.0,13.0
Actor / Actress,20.0,13.0,17.0,6.0,6.0,16.0,20.0,11.0
Actor / Actress,19.0,12.0,15.0,7.0,7.0,17.0,20.0,14.0
Actor / Actress,18.0,11.0,18.0,8.0,7.0,15.0,20.0,12.0
Actor / Actress,19.0,12.0,20.0,6.0,5.0,17.0,20.0,11.0
Physical Therapist,5.0,6.0,18.0,12.0,6.0,8.0,13.0,19.0
Physical Therapist,6.0,7.0,17.0,13.0,5.0,8.0,12.0,18.0
Physical Therapist,7.0,8.0,16.0,11.0,6.0,8.0,12.0,19.0
